scenario,threshold_up,threshold_down,threshold_risk,fallback_max,fallback_min_passed_all,fallback_min_passed_ratio,selected_total,coverage,precision,avg_return
up0.21_down0.50_risk0.40_fb1_minNone_ratioNone,0.21,0.5,0.4,1.0,,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.40_fb1_minNone_ratio0.4,0.21,0.5,0.4,1.0,,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.40_fb1_minNone_ratio0.45,0.21,0.5,0.4,1.0,,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.40_fb1_minNone_ratio0.5,0.21,0.5,0.4,1.0,,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.40_fb1_min2_ratioNone,0.21,0.5,0.4,1.0,2.0,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.40_fb1_min2_ratio0.4,0.21,0.5,0.4,1.0,2.0,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.40_fb1_min2_ratio0.45,0.21,0.5,0.4,1.0,2.0,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.40_fb1_min2_ratio0.5,0.21,0.5,0.4,1.0,2.0,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.40_fb1_min3_ratioNone,0.21,0.5,0.4,1.0,3.0,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.40_fb1_min3_ratio0.4,0.21,0.5,0.4,1.0,3.0,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.40_fb1_min3_ratio0.45,0.21,0.5,0.4,1.0,3.0,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.40_fb1_min3_ratio0.5,0.21,0.5,0.4,1.0,3.0,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.45_fbNone_minNone_ratioNone,0.21,0.5,0.45,,,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.45_fbNone_minNone_ratio0.4,0.21,0.5,0.45,,,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.45_fbNone_minNone_ratio0.45,0.21,0.5,0.45,,,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.45_fbNone_minNone_ratio0.5,0.21,0.5,0.45,,,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.45_fbNone_min2_ratioNone,0.21,0.5,0.45,,2.0,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.45_fbNone_min2_ratio0.4,0.21,0.5,0.45,,2.0,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.45_fbNone_min2_ratio0.45,0.21,0.5,0.45,,2.0,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.45_fbNone_min2_ratio0.5,0.21,0.5,0.45,,2.0,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.45_fbNone_min3_ratioNone,0.21,0.5,0.45,,3.0,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.45_fbNone_min3_ratio0.4,0.21,0.5,0.45,,3.0,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.45_fbNone_min3_ratio0.45,0.21,0.5,0.45,,3.0,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.45_fbNone_min3_ratio0.5,0.21,0.5,0.45,,3.0,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.50_risk0.45_fb1_minNone_ratioNone,0.21,0.5,0.45,1.0,,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.45_fb1_minNone_ratio0.4,0.21,0.5,0.45,1.0,,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.45_fb1_minNone_ratio0.45,0.21,0.5,0.45,1.0,,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.45_fb1_minNone_ratio0.5,0.21,0.5,0.45,1.0,,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.45_fb1_min2_ratioNone,0.21,0.5,0.45,1.0,2.0,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.45_fb1_min2_ratio0.4,0.21,0.5,0.45,1.0,2.0,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.45_fb1_min2_ratio0.45,0.21,0.5,0.45,1.0,2.0,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.45_fb1_min2_ratio0.5,0.21,0.5,0.45,1.0,2.0,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.45_fb1_min3_ratioNone,0.21,0.5,0.45,1.0,3.0,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.45_fb1_min3_ratio0.4,0.21,0.5,0.45,1.0,3.0,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.45_fb1_min3_ratio0.45,0.21,0.5,0.45,1.0,3.0,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.50_risk0.45_fb1_min3_ratio0.5,0.21,0.5,0.45,1.0,3.0,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.35_fbNone_minNone_ratioNone,0.21,0.52,0.35,,,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.35_fbNone_minNone_ratio0.4,0.21,0.52,0.35,,,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.35_fbNone_minNone_ratio0.45,0.21,0.52,0.35,,,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.35_fbNone_minNone_ratio0.5,0.21,0.52,0.35,,,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.35_fbNone_min2_ratioNone,0.21,0.52,0.35,,2.0,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.35_fbNone_min2_ratio0.4,0.21,0.52,0.35,,2.0,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.35_fbNone_min2_ratio0.45,0.21,0.52,0.35,,2.0,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.35_fbNone_min2_ratio0.5,0.21,0.52,0.35,,2.0,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.35_fbNone_min3_ratioNone,0.21,0.52,0.35,,3.0,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.35_fbNone_min3_ratio0.4,0.21,0.52,0.35,,3.0,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.35_fbNone_min3_ratio0.45,0.21,0.52,0.35,,3.0,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.35_fbNone_min3_ratio0.5,0.21,0.52,0.35,,3.0,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.35_fb1_minNone_ratioNone,0.21,0.52,0.35,1.0,,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.35_fb1_minNone_ratio0.4,0.21,0.52,0.35,1.0,,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.35_fb1_minNone_ratio0.45,0.21,0.52,0.35,1.0,,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.35_fb1_minNone_ratio0.5,0.21,0.52,0.35,1.0,,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.35_fb1_min2_ratioNone,0.21,0.52,0.35,1.0,2.0,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.35_fb1_min2_ratio0.4,0.21,0.52,0.35,1.0,2.0,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.35_fb1_min2_ratio0.45,0.21,0.52,0.35,1.0,2.0,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.35_fb1_min2_ratio0.5,0.21,0.52,0.35,1.0,2.0,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.35_fb1_min3_ratioNone,0.21,0.52,0.35,1.0,3.0,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.35_fb1_min3_ratio0.4,0.21,0.52,0.35,1.0,3.0,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.35_fb1_min3_ratio0.45,0.21,0.52,0.35,1.0,3.0,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.35_fb1_min3_ratio0.5,0.21,0.52,0.35,1.0,3.0,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.40_fbNone_minNone_ratioNone,0.21,0.52,0.4,,,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.40_fbNone_minNone_ratio0.4,0.21,0.52,0.4,,,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.40_fbNone_minNone_ratio0.45,0.21,0.52,0.4,,,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.40_fbNone_minNone_ratio0.5,0.21,0.52,0.4,,,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.40_fbNone_min2_ratioNone,0.21,0.52,0.4,,2.0,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.40_fbNone_min2_ratio0.4,0.21,0.52,0.4,,2.0,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.40_fbNone_min2_ratio0.45,0.21,0.52,0.4,,2.0,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.40_fbNone_min2_ratio0.5,0.21,0.52,0.4,,2.0,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.40_fbNone_min3_ratioNone,0.21,0.52,0.4,,3.0,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.40_fbNone_min3_ratio0.4,0.21,0.52,0.4,,3.0,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.40_fbNone_min3_ratio0.45,0.21,0.52,0.4,,3.0,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.40_fbNone_min3_ratio0.5,0.21,0.52,0.4,,3.0,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.40_fb1_minNone_ratioNone,0.21,0.52,0.4,1.0,,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.40_fb1_minNone_ratio0.4,0.21,0.52,0.4,1.0,,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.40_fb1_minNone_ratio0.45,0.21,0.52,0.4,1.0,,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.40_fb1_minNone_ratio0.5,0.21,0.52,0.4,1.0,,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.40_fb1_min2_ratioNone,0.21,0.52,0.4,1.0,2.0,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.40_fb1_min2_ratio0.4,0.21,0.52,0.4,1.0,2.0,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.40_fb1_min2_ratio0.45,0.21,0.52,0.4,1.0,2.0,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.40_fb1_min2_ratio0.5,0.21,0.52,0.4,1.0,2.0,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.40_fb1_min3_ratioNone,0.21,0.52,0.4,1.0,3.0,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.40_fb1_min3_ratio0.4,0.21,0.52,0.4,1.0,3.0,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.40_fb1_min3_ratio0.45,0.21,0.52,0.4,1.0,3.0,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.40_fb1_min3_ratio0.5,0.21,0.52,0.4,1.0,3.0,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.45_fbNone_minNone_ratioNone,0.21,0.52,0.45,,,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.45_fbNone_minNone_ratio0.4,0.21,0.52,0.45,,,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.45_fbNone_minNone_ratio0.45,0.21,0.52,0.45,,,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.45_fbNone_minNone_ratio0.5,0.21,0.52,0.45,,,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.45_fbNone_min2_ratioNone,0.21,0.52,0.45,,2.0,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.45_fbNone_min2_ratio0.4,0.21,0.52,0.45,,2.0,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.45_fbNone_min2_ratio0.45,0.21,0.52,0.45,,2.0,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.45_fbNone_min2_ratio0.5,0.21,0.52,0.45,,2.0,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.45_fbNone_min3_ratioNone,0.21,0.52,0.45,,3.0,,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.45_fbNone_min3_ratio0.4,0.21,0.52,0.45,,3.0,0.4,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.45_fbNone_min3_ratio0.45,0.21,0.52,0.45,,3.0,0.45,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.45_fbNone_min3_ratio0.5,0.21,0.52,0.45,,3.0,0.5,1,0.008333333333333333,1.0,0.01820546163849146
up0.21_down0.52_risk0.45_fb1_minNone_ratioNone,0.21,0.52,0.45,1.0,,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.45_fb1_minNone_ratio0.4,0.21,0.52,0.45,1.0,,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.45_fb1_minNone_ratio0.45,0.21,0.52,0.45,1.0,,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.45_fb1_minNone_ratio0.5,0.21,0.52,0.45,1.0,,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.45_fb1_min2_ratioNone,0.21,0.52,0.45,1.0,2.0,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.45_fb1_min2_ratio0.4,0.21,0.52,0.45,1.0,2.0,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.45_fb1_min2_ratio0.45,0.21,0.52,0.45,1.0,2.0,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.45_fb1_min2_ratio0.5,0.21,0.52,0.45,1.0,2.0,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.45_fb1_min3_ratioNone,0.21,0.52,0.45,1.0,3.0,,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.45_fb1_min3_ratio0.4,0.21,0.52,0.45,1.0,3.0,0.4,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.45_fb1_min3_ratio0.45,0.21,0.52,0.45,1.0,3.0,0.45,121,1.0,0.20833333333333334,0.00024928077909245244
up0.21_down0.52_risk0.45_fb1_min3_ratio0.5,0.21,0.52,0.45,1.0,3.0,0.5,121,1.0,0.20833333333333334,0.00024928077909245244
up0.22_down0.48_risk0.35_fb1_minNone_ratioNone,0.22,0.48,0.35,1.0,,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.35_fb1_minNone_ratio0.4,0.22,0.48,0.35,1.0,,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.35_fb1_minNone_ratio0.45,0.22,0.48,0.35,1.0,,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.35_fb1_minNone_ratio0.5,0.22,0.48,0.35,1.0,,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.35_fb1_min2_ratioNone,0.22,0.48,0.35,1.0,2.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.35_fb1_min2_ratio0.4,0.22,0.48,0.35,1.0,2.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.35_fb1_min2_ratio0.45,0.22,0.48,0.35,1.0,2.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.35_fb1_min2_ratio0.5,0.22,0.48,0.35,1.0,2.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.35_fb1_min3_ratioNone,0.22,0.48,0.35,1.0,3.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.35_fb1_min3_ratio0.4,0.22,0.48,0.35,1.0,3.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.35_fb1_min3_ratio0.45,0.22,0.48,0.35,1.0,3.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.35_fb1_min3_ratio0.5,0.22,0.48,0.35,1.0,3.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.40_fb1_minNone_ratioNone,0.22,0.48,0.4,1.0,,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.40_fb1_minNone_ratio0.4,0.22,0.48,0.4,1.0,,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.40_fb1_minNone_ratio0.45,0.22,0.48,0.4,1.0,,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.40_fb1_minNone_ratio0.5,0.22,0.48,0.4,1.0,,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.40_fb1_min2_ratioNone,0.22,0.48,0.4,1.0,2.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.40_fb1_min2_ratio0.4,0.22,0.48,0.4,1.0,2.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.40_fb1_min2_ratio0.45,0.22,0.48,0.4,1.0,2.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.40_fb1_min2_ratio0.5,0.22,0.48,0.4,1.0,2.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.40_fb1_min3_ratioNone,0.22,0.48,0.4,1.0,3.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.40_fb1_min3_ratio0.4,0.22,0.48,0.4,1.0,3.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.40_fb1_min3_ratio0.45,0.22,0.48,0.4,1.0,3.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.40_fb1_min3_ratio0.5,0.22,0.48,0.4,1.0,3.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.45_fb1_minNone_ratioNone,0.22,0.48,0.45,1.0,,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.45_fb1_minNone_ratio0.4,0.22,0.48,0.45,1.0,,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.45_fb1_minNone_ratio0.45,0.22,0.48,0.45,1.0,,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.45_fb1_minNone_ratio0.5,0.22,0.48,0.45,1.0,,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.45_fb1_min2_ratioNone,0.22,0.48,0.45,1.0,2.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.45_fb1_min2_ratio0.4,0.22,0.48,0.45,1.0,2.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.45_fb1_min2_ratio0.45,0.22,0.48,0.45,1.0,2.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.45_fb1_min2_ratio0.5,0.22,0.48,0.45,1.0,2.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.45_fb1_min3_ratioNone,0.22,0.48,0.45,1.0,3.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.45_fb1_min3_ratio0.4,0.22,0.48,0.45,1.0,3.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.45_fb1_min3_ratio0.45,0.22,0.48,0.45,1.0,3.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.48_risk0.45_fb1_min3_ratio0.5,0.22,0.48,0.45,1.0,3.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.35_fb1_minNone_ratioNone,0.22,0.5,0.35,1.0,,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.35_fb1_minNone_ratio0.4,0.22,0.5,0.35,1.0,,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.35_fb1_minNone_ratio0.45,0.22,0.5,0.35,1.0,,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.35_fb1_minNone_ratio0.5,0.22,0.5,0.35,1.0,,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.35_fb1_min2_ratioNone,0.22,0.5,0.35,1.0,2.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.35_fb1_min2_ratio0.4,0.22,0.5,0.35,1.0,2.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.35_fb1_min2_ratio0.45,0.22,0.5,0.35,1.0,2.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.35_fb1_min2_ratio0.5,0.22,0.5,0.35,1.0,2.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.35_fb1_min3_ratioNone,0.22,0.5,0.35,1.0,3.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.35_fb1_min3_ratio0.4,0.22,0.5,0.35,1.0,3.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.35_fb1_min3_ratio0.45,0.22,0.5,0.35,1.0,3.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.35_fb1_min3_ratio0.5,0.22,0.5,0.35,1.0,3.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.40_fb1_minNone_ratioNone,0.22,0.5,0.4,1.0,,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.40_fb1_minNone_ratio0.4,0.22,0.5,0.4,1.0,,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.40_fb1_minNone_ratio0.45,0.22,0.5,0.4,1.0,,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.40_fb1_minNone_ratio0.5,0.22,0.5,0.4,1.0,,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.40_fb1_min2_ratioNone,0.22,0.5,0.4,1.0,2.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.40_fb1_min2_ratio0.4,0.22,0.5,0.4,1.0,2.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.40_fb1_min2_ratio0.45,0.22,0.5,0.4,1.0,2.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.40_fb1_min2_ratio0.5,0.22,0.5,0.4,1.0,2.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.40_fb1_min3_ratioNone,0.22,0.5,0.4,1.0,3.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.40_fb1_min3_ratio0.4,0.22,0.5,0.4,1.0,3.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.40_fb1_min3_ratio0.45,0.22,0.5,0.4,1.0,3.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.40_fb1_min3_ratio0.5,0.22,0.5,0.4,1.0,3.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.45_fb1_minNone_ratioNone,0.22,0.5,0.45,1.0,,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.45_fb1_minNone_ratio0.4,0.22,0.5,0.45,1.0,,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.45_fb1_minNone_ratio0.45,0.22,0.5,0.45,1.0,,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.45_fb1_minNone_ratio0.5,0.22,0.5,0.45,1.0,,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.45_fb1_min2_ratioNone,0.22,0.5,0.45,1.0,2.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.45_fb1_min2_ratio0.4,0.22,0.5,0.45,1.0,2.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.45_fb1_min2_ratio0.45,0.22,0.5,0.45,1.0,2.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.45_fb1_min2_ratio0.5,0.22,0.5,0.45,1.0,2.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.45_fb1_min3_ratioNone,0.22,0.5,0.45,1.0,3.0,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.45_fb1_min3_ratio0.4,0.22,0.5,0.45,1.0,3.0,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.45_fb1_min3_ratio0.45,0.22,0.5,0.45,1.0,3.0,0.45,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.50_risk0.45_fb1_min3_ratio0.5,0.22,0.5,0.45,1.0,3.0,0.5,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.52_risk0.35_fb1_minNone_ratioNone,0.22,0.52,0.35,1.0,,,120,1.0,0.21008403361344538,0.00037451541763789493
up0.22_down0.52_risk0.35_fb1_minNone_ratio0.4,0.22,0.52,0.35,1.0,,0.4,120,1.0,0.21008403361344538,0.00037451541763789493
